"DeviceID","Camera","Property","Supported","FlagParent","Max","Min","Step","Default","Current","Auto","Manual"
"LAP2","IR","KSCAMERA_EXTENDEDPROP_SCENEMODE_NIGHT","Y","KSPROPERTY_CAMERACONTROL_EXTENDED_SCENEMODE","","","",,,"",""
"LAP2","IR","KSCAMERA_EXTENDEDPROP_SCENEMODE_BEACH","NO","KSPROPERTY_CAMERACONTROL_EXTENDED_SCENEMODE","","","",,,"",""
"LAP2","IR","KSCAMERA_EXTENDEDPROP_SCENEMODE_SUNSET","Y","KSPROPERTY_CAMERACONTROL_EXTENDED_SCENEMODE","","","",,,"",""
"LAP2","IR","KSCAMERA_EXTENDEDPROP_SCENEMODE_CANDLELIGHT","Y","KSPROPERTY_CAMERACONTROL_EXTENDED_SCENEMODE","","","",,,"",""
"LAP2","IR","KSCAMERA_EXTENDEDPROP_SCENEMODE_LANDSCAPE","Y","KSPROPERTY_CAMERACONTROL_EXTENDED_SCENEMODE","","","",,,"",""
"LAP2","IR","KSCAMERA_EXTENDEDPROP_SCENEMODE_NIGHTPORTRAIT","Y","KSPROPERTY_CAMERACONTROL_EXTENDED_SCENEMODE","","","",,,"",""
"LAP2","IR","KSCAMERA_EXTENDEDPROP_SCENEMODE_BACKLIT","Y","KSPROPERTY_CAMERACONTROL_EXTENDED_SCENEMODE","","","",,,"",""
"LAP2","IR","KSCAMERA_EXTENDEDPROP_SCENEMODE_MANUAL","Y","KSPROPERTY_CAMERACONTROL_EXTENDED_SCENEMODE","","","",,,"",""
"LAP2","IR","KSPROPERTY_CAMERACONTROL_EXTENDED_TORCHMODE","NO","","","","",,,"",""
"LAP2","IR","KSPROPERTY_CAMERACONTROL_EXTENDED_FLASHMODE","NO","","","","",,,"",""
"LAP2","IR","KSPROPERTY_CAMERACONTROL_EXTENDED_OPTIMIZATIONHINT","Y","","","","",,,"",""
"LAP2","IR","KSCAMERA_EXTENDEDPROP_OPTIMIZATION_PHOTO","Y","KSPROPERTY_CAMERACONTROL_EXTENDED_OPTIMIZATIONHINT","","","",,,"",""
"LAP2","IR","KSCAMERA_EXTENDEDPROP_OPTIMIZATION_VIDEO","Y","KSPROPERTY_CAMERACONTROL_EXTENDED_OPTIMIZATIONHINT","","","",,,"",""
"LAP2","IR","KSPROPERTY_CAMERACONTROL_EXTENDED_WHITEBALANCEMODE","Y","","","","",,,"",""
"LAP2","IR","KSCAMERA_EXTENDEDPROP_WHITEBALANCE_TEMPERATURE","Y","KSPROPERTY_CAMERACONTROL_EXTENDED_WHITEBALANCEMODE","","","",,,"",""
"LAP2","IR","KSCAMERA_EXTENDEDPROP_WHITEBALANCE_PRESET","Y","KSPROPERTY_CAMERACONTROL_EXTENDED_WHITEBALANCEMODE","","","",,,"",""
"LAP2","IR","KSCAMERA_EXTENDEDPROP_WBPRESET_CLOUDY","Y","KSPROPERTY_CAMERACONTROL_EXTENDED_WHITEBALANCEMODE","","","",,,"",""
"LAP2","IR","KSCAMERA_EXTENDEDPROP_WBPRESET_DAYLIGHT","Y","KSPROPERTY_CAMERACONTROL_EXTENDED_WHITEBALANCEMODE","","","",,,"",""
"LAP2","IR","KSCAMERA_EXTENDEDPROP_WBPRESET_FLASH","NO","KSPROPERTY_CAMERACONTROL_EXTENDED_WHITEBALANCEMODE","","","",,,"",""
"LAP2","IR","KSCAMERA_EXTENDEDPROP_WBPRESET_FLUORESCENT","Y","KSPROPERTY_CAMERACONTROL_EXTENDED_WHITEBALANCEMODE","","","",,,"",""
"LAP2","IR","KSCAMERA_EXTENDEDPROP_WBPRESET_TUNGSTEN","Y","KSPROPERTY_CAMERACONTROL_EXTENDED_WHITEBALANCEMODE","","","",,,"",""
"LAP2","IR","KSCAMERA_EXTENDEDPROP_WBPRESET_CANDLELIGHT","NO","KSPROPERTY_CAMERACONTROL_EXTENDED_WHITEBALANCEMODE","","","",,,"",""
"LAP2","IR","KSPROPERTY_CAMERACONTROL_EXTENDED_EXPOSUREMODE","Y","","","","",,,"",""
"LAP2","IR","KSPROPERTY_CAMERACONTROL_EXTENDED_FOCUSMODE","NO","","","","",,,"",""
"LAP2","IR","KSPROPERTY_CAMERACONTROL_EXTENDED_ISO_ADVANCED","Y","","","","",,,"",""
"LAP2","IR","KSCAMERA_EXTENDEDPROP_ISO_AUTO","Y","KSPROPERTY_CAMERACONTROL_EXTENDED_ISO_ADVANCED","","","",,,"",""
"LAP2","IR","KSCAMERA_EXTENDEDPROP_ISO_MANUAL","Y","KSPROPERTY_CAMERACONTROL_EXTENDED_ISO_ADVANCED","","","",,,"",""
"LAP2","IR","KSPROPERTY_CAMERACONTROL_EXTENDED_ISO","NO","","","","",,,"",""
"LAP2","IR","KSPROPERTY_CAMERACONTROL_EXTENDED_FIELDOFVIEW","Y","","","","",,,"",""
"LAP2","IR","KSPROPERTY_CAMERACONTROL_EXTENDED_CAMERAANGLEOFFSET","Y","","","","",,,"",""
"LAP2","IR","KSPROPERTY_CAMERACONTROL_EXTENDED_EVCOMPENSATION","Y","","","","",,,"",""
"LAP2","IR","KSCAMERA_EXTENDEDPROP_EVCOMP_SIXTHSTEP","NO","KSPROPERTY_CAMERACONTROL_EXTENDED_EVCOMPENSATION","","","",,,"",""
"LAP2","IR","KSCAMERA_EXTENDEDPROP_EVCOMP_QUARTERSTEP","Y","KSPROPERTY_CAMERACONTROL_EXTENDED_EVCOMPENSATION","","","",,,"",""
"LAP2","IR","KSCAMERA_EXTENDEDPROP_EVCOMP_THIRDSTEP","NO","KSPROPERTY_CAMERACONTROL_EXTENDED_EVCOMPENSATION","","","",,,"",""
"LAP2","IR","KSCAMERA_EXTENDEDPROP_EVCOMP_HALFSTEP","NO","KSPROPERTY_CAMERACONTROL_EXTENDED_EVCOMPENSATION","","","",,,"",""
"LAP2","IR","KSCAMERA_EXTENDEDPROP_EVCOMP_FULLSTEP","NO","KSPROPERTY_CAMERACONTROL_EXTENDED_EVCOMPENSATION","","","",,,"",""
"LAP2","IR","KSPROPERTY_CAMERACONTROL_EXTENDED_PHOTOCONFIRMATION","Y","","","","",,,"",""
"LAP2","IR","KSCAMERA_EXTENDEDPROP_PHOTOCONFIRMATION_OFF","Y","KSPROPERTY_CAMERACONTROL_EXTENDED_PHOTOCONFIRMATION","","","",,,"",""
"LAP2","IR","KSCAMERA_EXTENDEDPROP_PHOTOCONFIRMATION_ON","Y","KSPROPERTY_CAMERACONTROL_EXTENDED_PHOTOCONFIRMATION","","","",,,"",""
"LAP2","IR","KSPROPERTY_CAMERACONTROL_EXTENDED_FOCUSPRIORITY","NO","","","","",,,"",""
"LAP2","IR","KSPROPERTY_CAMERACONTROL_EXTENDED_FOCUSSTATE","NO","","","","",,,"",""
"LAP2","IR","KSPROPERTY_CAMERACONTROL_EXTENDED_VFR","Y","","","","",,,"",""
"LAP2","IR","KSCAMERA_EXTENDEDPROP_VFR_OFF","Y","KSPROPERTY_CAMERACONTROL_EXTENDED_VFR","","","",,,"",""
"LAP2","IR","KSCAMERA_EXTENDEDPROP_VFR_ON","Y","KSPROPERTY_CAMERACONTROL_EXTENDED_VFR","","","",,,"",""
"LAP2","IR","KSPROPERTY_CAMERACONTROL_EXTENDED_VIDEOHDR","NO","","","","",,,"",""
"LAP2","IR","KSPROPERTY_CAMERACONTROL_EXTENDED_HISTOGRAM","NO","","","","",,,"",""
"LAP2","IR","KSPROPERTY_CAMERACONTROL_EXTENDED_OIS","NO","","","","",,,"",""
"LAP2","IR","KSPROPERTY_CAMERACONTROL_EXTENDED_ADVANCEDPHOTO","Y","","","","",,,"",""
"LAP2","IR","KSCAMERA_EXTENDEDPROP_ADVANCEDPHOTO_OFF","Y","KSPROPERTY_CAMERACONTROL_EXTENDED_ADVANCEDPHOTO","","","",,,"",""
"LAP2","IR","KSCAMERA_EXTENDEDPROP_ADVANCEDPHOTO_HDR","Y","KSPROPERTY_CAMERACONTROL_EXTENDED_ADVANCEDPHOTO","","","",,,"",""
"LAP2","IR","KSCAMERA_EXTENDEDPROP_ADVANCEDPHOTO_FNF","NO","KSPROPERTY_CAMERACONTROL_EXTENDED_ADVANCEDPHOTO","","","",,,"",""
"LAP2","IR","KSCAMERA_EXTENDEDPROP_ADVANCEDPHOTO_ULTRALOWLIGHT","Y","KSPROPERTY_CAMERACONTROL_EXTENDED_ADVANCEDPHOTO","","","",,,"",""
"LAP2","IR","KSPROPERTY_CAMERACONTROL_EXTENDED_FACEDETECTION","Y","","","","",,,"",""
"LAP2","IR","KSCAMERA_EXTENDEDPROP_FACEDETECTION_OFF","Y","KSPROPERTY_CAMERACONTROL_EXTENDED_FACEDETECTION","","","",,,"",""
"LAP2","IR","KSCAMERA_EXTENDEDPROP_FACEDETECTION_PREVIEW","Y","KSPROPERTY_CAMERACONTROL_EXTENDED_FACEDETECTION","","","",,,"",""
"LAP2","IR","KSCAMERA_EXTENDEDPROP_FACEDETECTION_VIDEO","Y","KSPROPERTY_CAMERACONTROL_EXTENDED_FACEDETECTION","","","",,,"",""
"LAP2","IR","KSCAMERA_EXTENDEDPROP_FACEDETECTION_PHOTO","NO","KSPROPERTY_CAMERACONTROL_EXTENDED_FACEDETECTION","","","",,,"",""
"LAP2","IR","KSCAMERA_EXTENDEDPROP_FACEDETECTION_BLINK","NO","KSPROPERTY_CAMERACONTROL_EXTENDED_FACEDETECTION","","","",,,"",""
"LAP2","IR","KSCAMERA_EXTENDEDPROP_FACEDETECTION_SMILE","NO","KSPROPERTY_CAMERACONTROL_EXTENDED_FACEDETECTION","","","",,,"",""
"LAP2","IR","KSPROPERTY_CAMERACONTROL_EXTENDED_ZOOM","Y","","","","",,,"",""
"LAP2","IR","KSCAMERA_EXTENDEDPROP_ZOOM_DEFAULT","Y","KSPROPERTY_CAMERACONTROL_EXTENDED_ZOOM","","","",,,"",""
"LAP2","IR","KSCAMERA_EXTENDEDPROP_ZOOM_DIRECT","Y","KSPROPERTY_CAMERACONTROL_EXTENDED_ZOOM","","","",,,"",""
"LAP2","IR","KSCAMERA_EXTENDEDPROP_ZOOM_SMOOTH","Y","KSPROPERTY_CAMERACONTROL_EXTENDED_ZOOM","","","",,,"",""
"LAP2","IR","KSPROPERTY_CAMERACONTROL_EXTENDED_ROI_CONFIGCAPS","Y","","","","",,,"",""
"LAP2","IR","KSPROPERTY_CAMERACONTROL_EXTENDED_ROI_ISPCONTROL","Y","","","","",,,"",""
"LAP2","IR","KSPROPERTY_CAMERACONTROL_EXTENDED_PROFILE","NO","","","","",,,"",""
"LAP2","IR","KSPROPERTY_CAMERACONTROL_EXTENDED_VIDEOSTABILIZATION","Y","","","","",,,"",""
"LAP2","IR","KSCAMERA_EXTENDEDPROP_VIDEOSTABILIZATION_OFF","Y","KSPROPERTY_CAMERACONTROL_EXTENDED_VIDEOSTABILIZATION","","","",,,"",""
"LAP2","IR","KSCAMERA_EXTENDEDPROP_VIDEOSTABILIZATION_ON","Y","KSPROPERTY_CAMERACONTROL_EXTENDED_VIDEOSTABILIZATION","","","",,,"",""
"LAP2","IR","KSCAMERA_EXTENDEDPROP_VIDEOSTABILIZATION_AUTO","NO","KSPROPERTY_CAMERACONTROL_EXTENDED_VIDEOSTABILIZATION","","","",,,"",""
"LAP2","IR","KSPROPERTY_CAMERACONTROL_EXTENDED_FACEAUTH_MODE","Y","","","","",,,"",""
"LAP2","IR","KSCAMERA_EXTENDEDPROP_FACEAUTH_MODE_DISABLED","Y","KSPROPERTY_CAMERACONTROL_EXTENDED_FACEAUTH_MODE","","","",,,"",""
"LAP2","IR","KSCAMERA_EXTENDEDPROP_FACEAUTH_MODE_ALTERNATIVE_FRAME_ILLUMINATION","Y","KSPROPERTY_CAMERACONTROL_EXTENDED_FACEAUTH_MODE","","","",,,"",""
"LAP2","IR","KSCAMERA_EXTENDEDPROP_FACEAUTH_MODE_BACKGROUND_SUBTRACTION","NO","KSPROPERTY_CAMERACONTROL_EXTENDED_FACEAUTH_MODE","","","",,,"",""
"LAP2","IR","KSPROPERTY_CAMERACONTROL_EXTENDED_METADATA","Y","","","","",,,"",""
"LAP2","IR","KSCAMERA_EXTENDEDPROP_METADATA_SYSTEMMEMORY","NO","KSPROPERTY_CAMERACONTROL_EXTENDED_METADATA","","","",,,"",""
"LAP2","IR","KSCAMERA_EXTENDEDPROP_METADATA_ALIGNMENTREQUIRED","NO","KSPROPERTY_CAMERACONTROL_EXTENDED_METADATA","","","",,,"",""
"LAP2","IR","KSPROPERTY_CAMERACONTROL_PERFRAMESETTING_CAPABILITY","NO","","","","",,,"",""
"LAP2","IR","KSPROPERTY_CAMERACONTROL_PERFRAMESETTING_CLEAR","Y","","","","",,,"",""
"LAP2","IR","KSPROPERTY_CAMERACONTROL_PERFRAMESETTING_SET","Y","","","","",,,"",""
"LAP2","FFC","KSPROPERTY_CAMERACONTROL_FOCUS","NO","","","","",,,"",""
"LAP2","FFC","KSPROPERTY_CAMERACONTROL_EXPOSURE","Y","","-2","-11","1","-5","-5","1","1"
"LAP2","FFC","KSPROPERTY_CAMERACONTROL_ZOOM","Y","","61","1","1","1","1","0","1"
"LAP2","FFC","KSPROPERTY_CAMERACONTROL_PAN","NO","","","","",,,"",""
"LAP2","FFC","KSPROPERTY_CAMERACONTROL_TILT","NO","","","","",,,"",""
"LAP2","FFC","KSPROPERTY_CAMERACONTROL_IRIS","NO","","","","",,,"",""
"LAP2","FFC","KSPROPERTY_CAMERACONTROL_ROLL","NO","","","","",,,"",""
"LAP2","FFC","KSPROPERTY_CAMERACONTROL_SCANMODE","NO","","","","",,,"",""
"LAP2","FFC","KSPROPERTY_CAMERACONTROL_PRIVACY","NO","","","","",,,"",""
"LAP2","FFC","KSPROPERTY_CAMERACONTROL_PANTILT","NO","","","","",,,"",""
"LAP2","FFC","KSPROPERTY_CAMERACONTROL_PAN_RELATIVE","NO","","","","",,,"",""
"LAP2","FFC","KSPROPERTY_CAMERACONTROL_TILT_RELATIVE","NO","","","","",,,"",""
"LAP2","FFC","KSPROPERTY_CAMERACONTROL_ROLL_RELATIVE","NO","","","","",,,"",""
"LAP2","FFC","KSPROPERTY_CAMERACONTROL_ZOOM_RELATIVE","NO","","","","",,,"",""
"LAP2","FFC","KSPROPERTY_CAMERACONTROL_EXPOSURE_RELATIVE","NO","","","","",,,"",""
"LAP2","FFC","KSPROPERTY_CAMERACONTROL_IRIS_RELATIVE","NO","","","","",,,"",""
"LAP2","FFC","KSPROPERTY_CAMERACONTROL_FOCUS_RELATIVE","NO","","","","",,,"",""
"LAP2","FFC","KSPROPERTY_CAMERACONTROL_PANTILT_RELATIVE","NO","","","","",,,"",""
"LAP2","FFC","KSPROPERTY_CAMERACONTROL_FOCAL_LENGTH","NO","","","","",,,"",""
"LAP2","FFC","KSPROPERTY_CAMERACONTROL_AUTO_EXPOSURE_PRIORITY","NO","","","","",,,"",""
"LAP2","FFC","KSPROPERTY_VIDEOPROCAMP_BACKLIGHT_COMPENSATION","Y","","1","0","1","0","0","0","1"
"LAP2","FFC","KSPROPERTY_VIDEOPROCAMP_BRIGHTNESS","Y","","127","-128","1","0","0","0","1"
"LAP2","FFC","KSPROPERTY_VIDEOPROCAMP_COLORENABLE","NO","","","","",,,"",""
"LAP2","FFC","KSPROPERTY_VIDEOPROCAMP_CONTRAST","Y","","127","-128","1","0","0","0","1"
"LAP2","FFC","KSPROPERTY_VIDEOPROCAMP_GAMMA","NO","","","","",,,"",""
"LAP2","FFC","KSPROPERTY_VIDEOPROCAMP_HUE","Y","","127","-128","1","0","0","0","1"
"LAP2","FFC","KSPROPERTY_VIDEOPROCAMP_SATURATION","Y","","127","-128","1","0","0","0","1"
"LAP2","FFC","KSPROPERTY_VIDEOPROCAMP_SHARPNESS","Y","","127","-128","1","0","0","0","1"
"LAP2","FFC","KSPROPERTY_VIDEOPROCAMP_WHITEBALANCE","Y","","12500","2500","1","6500","6500","1","1"
"LAP2","FFC","KSPROPERTY_VIDEOPROCAMP_GAIN","NO","","","","",,,"",""
"LAP2","FFC","KSPROPERTY_VIDEOPROCAMP_DIGITAL_MULTIPLIER","Y","","61","1","1","1","1","0","1"
"LAP2","FFC","KSPROPERTY_VIDEOPROCAMP_DIGITAL_MULTIPLIER_LIMIT","NO","","","","",,,"",""
"LAP2","FFC","KSPROPERTY_VIDEOPROCAMP_WHITEBALANCE_COMPONENT","NO","","","","",,,"",""
"LAP2","FFC","KSPROPERTY_VIDEOPROCAMP_POWERLINE_FREQUENCY","Y","","2","0","1","1","0","1","1"
"LAP2","FFC","KSPROPERTY_CAMERACONTROL_FLASH","NO","","","","",,,"",""
"LAP2","FFC","KSPROPERTY_CAMERACONTROL_IMAGE_PIN_CAPABILITY_PROPERTY","NO","","","","",,,"",""
"LAP2","FFC","PROPSETID_VIDCAP_CAMERACONTROL_REGION_OF_INTEREST","NO","","","","",,,"",""
"LAP2","FFC","KSPROPERTY_VIDCAP_DROPPEDFRAMES","NO","","","","",,,"",""
"LAP2","FFC","KSPROPERTY_CAMERACONTROL_EXTENDED_PHOTOMODE","Y","","","","",,,"",""
"LAP2","FFC","KSCAMERA_EXTENDEDPROP_PHOTOMODE_NORMAL","Y","KSPROPERTY_CAMERACONTROL_EXTENDED_PHOTOMODE","","","",,,"",""
"LAP2","FFC","KSCAMERA_EXTENDEDPROP_PHOTOMODE_SEQUENCE","Y","KSPROPERTY_CAMERACONTROL_EXTENDED_PHOTOMODE","","","",,,"",""
"LAP2","FFC","KSPROPERTY_CAMERACONTROL_EXTENDED_PHOTOFRAMERATE","Y","","","","",,,"",""
"LAP2","FFC","KSPROPERTY_CAMERACONTROL_EXTENDED_PHOTOMAXFRAMERATE","Y","","","","",,,"",""
"LAP2","FFC","KSPROPERTY_CAMERACONTROL_EXTENDED_PHOTOTRIGGERTIME","Y","","","","",,,"",""
"LAP2","FFC","KSPROPERTY_CAMERACONTROL_PHOTOTRIGGERTIME_CLEAR","Y","KSPROPERTY_CAMERACONTROL_EXTENDED_PHOTOTRIGGERTIME","","","",,,"",""
"LAP2","FFC","KSPROPERTY_CAMERACONTROL_PHOTOTRIGGERTIME_SET","Y","KSPROPERTY_CAMERACONTROL_EXTENDED_PHOTOTRIGGERTIME","","","",,,"",""
"LAP2","FFC","KSPROPERTY_CAMERACONTROL_EXTENDED_PHOTOTHUMBNAIL","Y","","","","",,,"",""
"LAP2","FFC","KSCAMERA_EXTENDEDPROP__PHOTOTHUMBNAIL_DISABLE","Y","KSPROPERTY_CAMERACONTROL_EXTENDED_PHOTOTHUMBNAIL","","","",,,"",""
"LAP2","FFC","KSCAMERA_EXTENDEDPROP__PHOTOTHUMBNAIL_2X","Y","KSPROPERTY_CAMERACONTROL_EXTENDED_PHOTOTHUMBNAIL","","","",,,"",""
"LAP2","FFC","KSCAMERA_EXTENDEDPROP__PHOTOTHUMBNAIL_4X","Y","KSPROPERTY_CAMERACONTROL_EXTENDED_PHOTOTHUMBNAIL","","","",,,"",""
"LAP2","FFC","KSCAMERA_EXTENDEDPROP__PHOTOTHUMBNAIL_8X","Y","KSPROPERTY_CAMERACONTROL_EXTENDED_PHOTOTHUMBNAIL","","","",,,"",""
"LAP2","FFC","KSCAMERA_EXTENDEDPROP__PHOTOTHUMBNAIL_16X","Y","KSPROPERTY_CAMERACONTROL_EXTENDED_PHOTOTHUMBNAIL","","","",,,"",""
"LAP2","FFC","KSPROPERTY_CAMERACONTROL_EXTENDED_WARMSTART","Y","","","","",,,"",""
"LAP2","FFC","KSCAMERA_EXTENDEDPROP_WARMSTART_MODE_DISABLED","Y","KSPROPERTY_CAMERACONTROL_EXTENDED_WARMSTART","","","",,,"",""
"LAP2","FFC","KSCAMERA_EXTENDEDPROP_WARMSTART_MODE_ENABLED","Y","KSPROPERTY_CAMERACONTROL_EXTENDED_WARMSTART","","","",,,"",""
"LAP2","FFC","KSPROPERTY_CAMERACONTROL_EXTENDED_MAXVIDFPS_PHOTORES","Y","","","","",,,"",""
"LAP2","FFC","KSPROPERTY_CAMERACONTROL_EXTENDED_SCENEMODE","Y","","","","",,,"",""
"LAP2","FFC","KSCAMERA_EXTENDEDPROP_SCENEMODE_AUTO","Y","KSPROPERTY_CAMERACONTROL_EXTENDED_SCENEMODE","","","",,,"",""
"LAP2","FFC","KSCAMERA_EXTENDEDPROP_SCENEMODE_MACRO","Y","KSPROPERTY_CAMERACONTROL_EXTENDED_SCENEMODE","","","",,,"",""
"LAP2","FFC","KSCAMERA_EXTENDEDPROP_SCENEMODE_PORTRAIT","Y","KSPROPERTY_CAMERACONTROL_EXTENDED_SCENEMODE","","","",,,"",""
"LAP2","FFC","KSCAMERA_EXTENDEDPROP_SCENEMODE_SPORT","Y","KSPROPERTY_CAMERACONTROL_EXTENDED_SCENEMODE","","","",,,"",""
"LAP2","FFC","KSCAMERA_EXTENDEDPROP_SCENEMODE_NIGHT","Y","KSPROPERTY_CAMERACONTROL_EXTENDED_SCENEMODE","","","",,,"",""
"LAP2","FFC","KSCAMERA_EXTENDEDPROP_SCENEMODE_BEACH","NO","KSPROPERTY_CAMERACONTROL_EXTENDED_SCENEMODE","","","",,,"",""
"LAP2","FFC","KSCAMERA_EXTENDEDPROP_SCENEMODE_SUNSET","Y","KSPROPERTY_CAMERACONTROL_EXTENDED_SCENEMODE","","","",,,"",""
"LAP2","FFC","KSCAMERA_EXTENDEDPROP_SCENEMODE_CANDLELIGHT","Y","KSPROPERTY_CAMERACONTROL_EXTENDED_SCENEMODE","","","",,,"",""
"LAP2","FFC","KSCAMERA_EXTENDEDPROP_SCENEMODE_LANDSCAPE","Y","KSPROPERTY_CAMERACONTROL_EXTENDED_SCENEMODE","","","",,,"",""
"LAP2","FFC","KSCAMERA_EXTENDEDPROP_SCENEMODE_NIGHTPORTRAIT","Y","KSPROPERTY_CAMERACONTROL_EXTENDED_SCENEMODE","","","",,,"",""
"LAP2","FFC","KSCAMERA_EXTENDEDPROP_SCENEMODE_BACKLIT","Y","KSPROPERTY_CAMERACONTROL_EXTENDED_SCENEMODE","","","",,,"",""
"LAP2","FFC","KSCAMERA_EXTENDEDPROP_SCENEMODE_MANUAL","Y","KSPROPERTY_CAMERACONTROL_EXTENDED_SCENEMODE","","","",,,"",""
"LAP2","FFC","KSPROPERTY_CAMERACONTROL_EXTENDED_TORCHMODE","NO","","","","",,,"",""
"LAP2","FFC","KSPROPERTY_CAMERACONTROL_EXTENDED_FLASHMODE","NO","","","","",,,"",""
"LAP2","FFC","KSPROPERTY_CAMERACONTROL_EXTENDED_OPTIMIZATIONHINT","Y","","","","",,,"",""
"LAP2","FFC","KSCAMERA_EXTENDEDPROP_OPTIMIZATION_PHOTO","Y","KSPROPERTY_CAMERACONTROL_EXTENDED_OPTIMIZATIONHINT","","","",,,"",""
"LAP2","FFC","KSCAMERA_EXTENDEDPROP_OPTIMIZATION_VIDEO","Y","KSPROPERTY_CAMERACONTROL_EXTENDED_OPTIMIZATIONHINT","","","",,,"",""
"LAP2","FFC","KSPROPERTY_CAMERACONTROL_EXTENDED_WHITEBALANCEMODE","Y","","","","",,,"",""
"LAP2","FFC","KSCAMERA_EXTENDEDPROP_WHITEBALANCE_TEMPERATURE","Y","KSPROPERTY_CAMERACONTROL_EXTENDED_WHITEBALANCEMODE","","","",,,"",""
"LAP2","FFC","KSCAMERA_EXTENDEDPROP_WHITEBALANCE_PRESET","Y","KSPROPERTY_CAMERACONTROL_EXTENDED_WHITEBALANCEMODE","","","",,,"",""
"LAP2","FFC","KSCAMERA_EXTENDEDPROP_WBPRESET_CLOUDY","Y","KSPROPERTY_CAMERACONTROL_EXTENDED_WHITEBALANCEMODE","","","",,,"",""
"LAP2","FFC","KSCAMERA_EXTENDEDPROP_WBPRESET_DAYLIGHT","Y","KSPROPERTY_CAMERACONTROL_EXTENDED_WHITEBALANCEMODE","","","",,,"",""
"LAP2","FFC","KSCAMERA_EXTENDEDPROP_WBPRESET_FLASH","NO","KSPROPERTY_CAMERACONTROL_EXTENDED_WHITEBALANCEMODE","","","",,,"",""
"LAP2","FFC","KSCAMERA_EXTENDEDPROP_WBPRESET_FLUORESCENT","Y","KSPROPERTY_CAMERACONTROL_EXTENDED_WHITEBALANCEMODE","","","",,,"",""
"LAP2","FFC","KSCAMERA_EXTENDEDPROP_WBPRESET_TUNGSTEN","Y","KSPROPERTY_CAMERACONTROL_EXTENDED_WHITEBALANCEMODE","","","",,,"",""
"LAP2","FFC","KSCAMERA_EXTENDEDPROP_WBPRESET_CANDLELIGHT","NO","KSPROPERTY_CAMERACONTROL_EXTENDED_WHITEBALANCEMODE","","","",,,"",""
"LAP2","FFC","KSPROPERTY_CAMERACONTROL_EXTENDED_EXPOSUREMODE","Y","","","","",,,"",""
"LAP2","FFC","KSPROPERTY_CAMERACONTROL_EXTENDED_FOCUSMODE","NO","","","","",,,"",""
"LAP2","FFC","KSPROPERTY_CAMERACONTROL_EXTENDED_ISO_ADVANCED","Y","","","","",,,"",""
"LAP2","FFC","KSCAMERA_EXTENDEDPROP_ISO_AUTO","Y","KSPROPERTY_CAMERACONTROL_EXTENDED_ISO_ADVANCED","","","",,,"",""
"LAP2","FFC","KSCAMERA_EXTENDEDPROP_ISO_MANUAL","Y","KSPROPERTY_CAMERACONTROL_EXTENDED_ISO_ADVANCED","","","",,,"",""
"LAP2","FFC","KSPROPERTY_CAMERACONTROL_EXTENDED_ISO","NO","","","","",,,"",""
"LAP2","FFC","KSPROPERTY_CAMERACONTROL_EXTENDED_FIELDOFVIEW","Y","","","","",,,"",""
"LAP2","FFC","KSPROPERTY_CAMERACONTROL_EXTENDED_CAMERAANGLEOFFSET","Y","","","","",,,"",""
"LAP2","FFC","KSPROPERTY_CAMERACONTROL_EXTENDED_EVCOMPENSATION","Y","","","","",,,"",""
"LAP2","FFC","KSCAMERA_EXTENDEDPROP_EVCOMP_SIXTHSTEP","Y","KSPROPERTY_CAMERACONTROL_EXTENDED_EVCOMPENSATION","","","",,,"",""
"LAP2","FFC","KSCAMERA_EXTENDEDPROP_EVCOMP_QUARTERSTEP","NO","KSPROPERTY_CAMERACONTROL_EXTENDED_EVCOMPENSATION","","","",,,"",""
"LAP2","FFC","KSCAMERA_EXTENDEDPROP_EVCOMP_THIRDSTEP","NO","KSPROPERTY_CAMERACONTROL_EXTENDED_EVCOMPENSATION","","","",,,"",""
"LAP2","FFC","KSCAMERA_EXTENDEDPROP_EVCOMP_HALFSTEP","NO","KSPROPERTY_CAMERACONTROL_EXTENDED_EVCOMPENSATION","","","",,,"",""
"LAP2","FFC","KSCAMERA_EXTENDEDPROP_EVCOMP_FULLSTEP","NO","KSPROPERTY_CAMERACONTROL_EXTENDED_EVCOMPENSATION","","","",,,"",""
"LAP2","FFC","KSPROPERTY_CAMERACONTROL_EXTENDED_PHOTOCONFIRMATION","Y","","","","",,,"",""
"LAP2","FFC","KSCAMERA_EXTENDEDPROP_PHOTOCONFIRMATION_OFF","Y","KSPROPERTY_CAMERACONTROL_EXTENDED_PHOTOCONFIRMATION","","","",,,"",""
"LAP2","FFC","KSCAMERA_EXTENDEDPROP_PHOTOCONFIRMATION_ON","Y","KSPROPERTY_CAMERACONTROL_EXTENDED_PHOTOCONFIRMATION","","","",,,"",""
"LAP2","FFC","KSPROPERTY_CAMERACONTROL_EXTENDED_FOCUSPRIORITY","NO","","","","",,,"",""
"LAP2","FFC","KSPROPERTY_CAMERACONTROL_EXTENDED_FOCUSSTATE","NO","","","","",,,"",""
"LAP2","FFC","KSPROPERTY_CAMERACONTROL_EXTENDED_VFR","Y","","","","",,,"",""
"LAP2","FFC","KSCAMERA_EXTENDEDPROP_VFR_OFF","Y","KSPROPERTY_CAMERACONTROL_EXTENDED_VFR","","","",,,"",""
